ID,SOURCEID,Site Name,Address,Type,BlockLot,RecordType,YearStarted,ApproxAddress,GardenType,Management,SqFeet,BGS_Relate,NHOOD,Conserval,ConsValue,Motivations,Uses,CCD,LD,Watershed,OwnType,Permission,Fence,FenceLock,FenceHours,Water
307,BGS_140,Collington Square Eco-Teaching Garden (Mura Street Garden or Gazebo/Park Colling,2126-2130 Mura St.,Garden,1534 060,Community Managed Site,1992,,Garden,Community Managed,2160,,Broadway East,Food Production; Gathering Space; Trees,,Beautification; Food; Reduce Trash/Dumping,Food Grown - Individual Plots; Trees,13,45,,Mixed,other,Yes,Yes,,Hydrant
306,BGS_139,Collington Square Eco-Teaching Garden (Mura Street Garden or Gazebo/Park Colling,2126-2130 Mura St.,Garden,1534 061,Community Managed Site,1992,,Garden,Community Managed,2160,,Broadway East,Food Production; Gathering Space; Trees,,Beautification; Food; Reduce Trash/Dumping,Food Grown - Individual Plots; Trees,13,45,,Mixed,other,Yes,Yes,,Hydrant
305,BGS_138,Collington Square Eco-Teaching Garden (Mura Street Garden or Gazebo/Park Colling,2126-2130 Mura St.,Garden,1534 062,Community Managed Site,1992,,Garden,Community Managed,2160,,Broadway East,Food Production; Gathering Space; Trees,,Beautification; Food; Reduce Trash/Dumping,Food Grown - Individual Plots; Trees,13,45,,Mixed,other,Yes,Yes,,Hydrant
20,BGS_192,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 045,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
19,BGS_191,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 046,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
309,BGS_203,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 047,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
199,BGS_201,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 048,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
198,BGS_200,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 049,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
197,BGS_199,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 050,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
308,BGS_202,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 051,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
196,BGS_198,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 052,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
195,BGS_197,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 053,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
194,BGS_196,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 054,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
193,BGS_195,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 055,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
192,BGS_194,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 056,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
191,BGS_193,Faith Garden / Chess Park,2310-2330 E. Chase St.,Garden,1554 057,Community Managed Site,2007,Chase and Montford,Garden,Managed by Institution,12564,Minor Contact,Biddle Street,Gathering Space; Trees,,Active Recreation; Air Quality; Beautification; Education; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Active Recreational; Art Inc.; Children's Activities; Memorial; Trees,13,45,,Mixed,,No,No,,Hydrant
348,BGS_269,Land of Promise,2312-2328 E. Eager St.,Garden,1590 025,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
349,BGS_270,Land of Promise,2312-2328 E. Eager St.,Garden,1590 026,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
350,BGS_271,Land of Promise,2312-2328 E. Eager St.,Garden,1590 027,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
351,BGS_272,Land of Promise,2312-2328 E. Eager St.,Garden,1590 028,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
352,BGS_273,Land of Promise,2312-2328 E. Eager St.,Garden,1590 029,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
353,BGS_274,Land of Promise,2312-2328 E. Eager St.,Garden,1590 030,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
354,BGS_275,Land of Promise,2312-2328 E. Eager St.,Garden,1590 031,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
355,BGS_276,Land of Promise,2312-2328 E. Eager St.,Garden,1590 032,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
356,BGS_277,Land of Promise,2312-2328 E. Eager St.,Garden,1590 033,Community Managed Site,,,Garden,,9720,,Milton-Montford,,,,,13,45,,Mixed,,,,,
205,BGS_214,Garden of Eden,900-932 N. Glover St.,Garden,1593 053,Community Managed Site,1992,,Garden,Community Managed,11630,,Madison-Eastend,Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Water Quality,Active Recreational; Children's Activities; Connected to Schools; Trees,13,45,,Privately Owned,,Yes,Yes,,On site
206,BGS_215,Garden of Eden,900-932 N. Glover St.,Garden,1593 053A,Community Managed Site,1992,,Garden,Community Managed,11630,,Madison-Eastend,Gathering Space; Trees,,Air Quality; Beautification; Neighborhood Sociability; Push Out Crime/Drugs; Water Quality,Active Recreational; Children's Activities; Connected to Schools; Trees,13,45,,Privately Owned,,Yes,Yes,,On site
244,BGS_300,Milton-Montford Rose Garden,801 Montford,Garden,1608 001,Community Managed Site,1990,,Garden,Community Managed,980,Minor Contact,Milton-Montford,Trees,,,Beauty; Flower Beds; Trees,13,45,,City Owned,,Yes,,,In Garden
389,BGS_21,Amazing Port Street Garden,615-623 North Port St.,,1640 069,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
81,BGS_10,Amazing Port Street Garden,615-623 North Port St.,,1640 071,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
383,BGS_18,Amazing Port Street Garden,615-623 North Port St.,,1640 072,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
402,BGS_27,Amazing Port Street Garden,615-623 North Port St.,,1640 073,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
264,BGS_14,Amazing Port Street Garden,615-623 North Port St.,,1640 074,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
405,BGS_30,Amazing Port Street Garden,615-623 North Port St.,,1640 075,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
398,BGS_24,Amazing Port Street Garden,615-623 North Port St.,,1640 076,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
399,BGS_25,Amazing Port Street Garden,615-623 North Port St.,,1640 077,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
404,BGS_29,Amazing Port Street Garden,615-623 North Port St.,,1640 078,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
395,BGS_23,Amazing Port Street Garden,615-623 North Port St.,,1640 079,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
387,BGS_20,Amazing Port Street Garden,615-623 North Port St.,,1640 080,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
384,BGS_19,Amazing Port Street Garden,615-623 North Port St.,,1640 081,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
400,BGS_26,Amazing Port Street Garden,615-623 North Port St.,,1640 082,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
377,BGS_17,Amazing Port Street Garden,615-623 North Port St.,,1640 083,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
162,BGS_11,Amazing Port Street Garden,615-623 North Port St.,,1640 084,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
403,BGS_28,Amazing Port Street Garden,615-623 North Port St.,,1640 085,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
376,BGS_16,Amazing Port Street Garden,615-623 North Port St.,,1640 086,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
212,BGS_12,Amazing Port Street Garden,615-623 North Port St.,,1640 087,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
393,BGS_22,Amazing Port Street Garden,615-623 North Port St.,,1640 088,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
347,BGS_15,Amazing Port Street Garden,615-623 North Port St.,,1640 089,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
261,BGS_13,Amazing Port Street Garden,615-623 North Port St.,,1640 090,Community Managed Site,,,,,21730,,McElderry Park,,,,,13,45,,Privately Owned,,,,,
266,BGS_31,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 038,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
267,BGS_32,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 039,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
268,BGS_33,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 040,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
269,BGS_34,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 041,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
270,BGS_35,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 042,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
271,BGS_36,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 043,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
272,BGS_37,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 044,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
273,BGS_38,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 045,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
274,BGS_39,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 046,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
275,BGS_40,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 047,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
276,BGS_41,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 048,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
277,BGS_42,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 049,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
278,BGS_43,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 050,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
279,BGS_44,Amazing Rose Street Garden,601-627 N Rose St,Garden,1641 051,Community Managed Site,2007,,Garden,Community Managed,10305,,McElderry Park,Food Production; Trees,,,Beauty; Food Grown - Individual Plots; Trees,13,45,,Mixed,,No,No,,
46,BGS_5,500 N. Block Duncan Street Community Garden,502 N. Duncan Street,Garden,1652 061,Community Managed Site,2002,,Garden,Community Managed,1050,Acquisition,CARE,Food Production; Relief from Built Environment; Trees; Habitat,,"Beautification; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""",Art Inc.; Beauty; Children's Activities; Food Grown - Co-op; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,13,45,,Privately Owned,,Yes,No,,Neighbor
58,BGS_6,500 N. Block Duncan Street Community Garden,502 N. Duncan Street,Garden,1652 062,Community Managed Site,2002,,Garden,Community Managed,1050,Acquisition,CARE,Food Production; Relief from Built Environment; Trees; Habitat,,"Beautification; Birds; Butterflies; Connecting to the Land; Education; Food; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""",Art Inc.; Beauty; Children's Activities; Food Grown - Co-op; Food Grown - Organic; Trees; Wildlife Habitat/Animals Kept,13,45,,Privately Owned,,Yes,No,,Neighbor
7,BGS_297,McCollington Garden,2201 & 2203 McElderry Street,Garden,1653 058,Community Managed Site,2009,,Garden,,889,,CARE,Relief from Built Environment,,,,13,45,,Unknown,,No,No,,
10,BGS_298,McCollington Garden,2201 & 2203 McElderry Street,Garden,1653 059,Community Managed Site,2009,,Garden,,889,,CARE,Relief from Built Environment,,,,13,45,,Unknown,,No,No,,
397,BGS_7,542 North Lakewood Ave.,542 North Lakewood Ave.,,1657 023,Community Managed Site,,,,,825,,McElderry Park,,,,,13,45,,,,,,,
360,BGS_283,Madeira Garden,403-429 Madeira St.,Garden,1670 090,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
361,BGS_284,Madeira Garden,403-429 Madeira St.,Garden,1670 091,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
362,BGS_285,Madeira Garden,403-429 Madeira St.,Garden,1670 092,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
363,BGS_286,Madeira Garden,403-429 Madeira St.,Garden,1670 093,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
364,BGS_287,Madeira Garden,403-429 Madeira St.,Garden,1670 094,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
365,BGS_288,Madeira Garden,403-429 Madeira St.,Garden,1670 095,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
366,BGS_289,Madeira Garden,403-429 Madeira St.,Garden,1670 096,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
367,BGS_290,Madeira Garden,403-429 Madeira St.,Garden,1670 097,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
368,BGS_291,Madeira Garden,403-429 Madeira St.,Garden,1670 098,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
369,BGS_292,Madeira Garden,403-429 Madeira St.,Garden,1670 099,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
370,BGS_293,Madeira Garden,403-429 Madeira St.,Garden,1670 100,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
371,BGS_294,Madeira Garden,403-429 Madeira St.,Garden,1670 102,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
372,BGS_295,Madeira Garden,403-429 Madeira St.,Garden,1670 103,Community Managed Site,2005,Orleans and Jefferson St.,Garden,Community Managed,11856,Minor Contact,CARE,Food Production; Gathering Space; Trees,,Active Recreation; Food; Reduce Trash/Dumping,Art Inc.; Food Grown - Co-op; Food Grown - Individual Plots; Trees,13,45,,Mixed,other,No,No,,On site
424,BGS_306,Montford Tree Lot,207-213 North Montford Ave.,,1690 004,Community Managed Site,,,,,3600,,Patterson Place,,,,,13,45,,City Owned,,,,,
411,BGS_305,Montford Tree Lot,207-213 North Montford Ave.,,1690 005,Community Managed Site,,,,,3600,,Patterson Place,,,,,13,45,,City Owned,,,,,
430,BGS_307,Montford Tree Lot,207-213 North Montford Ave.,,1690 006,Community Managed Site,,,,,3600,,Patterson Place,,,,,13,45,,City Owned,,,,,
406,BGS_304,Montford Tree Lot,207-213 North Montford Ave.,,1690 007,Community Managed Site,,,,,3600,,Patterson Place,,,,,13,45,,City Owned,,,,,
25,BGS_131,Charles M. Halcott Square,104 South Duncan Street,Garden,1748 053,Community Managed Site,1993,,Garden,Community Managed,3833,Due Diligence,Butcher's Hill,Gathering Space; Relief from Built Environment; Stormwater Management; Trees; Habitat,,"Air Quality; Beautification; Birds; Butterflies; Neighborhood Sociability; Property Value; Push Out Crime/Drugs; Reduce Trash/Dumping; Tradition ""In My Blood""; Other",Beauty; Children's Activities; Flower Beds; Memorial; Trees; Wildlife Habitat/Animals Kept,1,46,,City Owned,,No,No,Hours posted,In Garden
437,BGS_466,UFPIA Community Garden,1827 E. Pratt Street,Garden,1754 072,Community Managed Site,1987,"Wolfe, E Pratt, and S Ann",Garden,Community Managed,4600,Protected by BGS,Upper Fells Point,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management,,Air Quality; Beautification; Food; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Beauty; Children's Activities; Connected to Schools; Food Grown - Individual Plots; Food Grown - Organic,1,46,,Mixed,,Yes,Yes,no,Hydrant
438,BGS_467,UFPIA Community Garden,1827 E. Pratt Street,Garden,1754 074,Community Managed Site,1987,"Wolfe, E Pratt, and S Ann",Garden,Community Managed,4600,Protected by BGS,Upper Fells Point,Food Production; Gathering Space; Relief from Built Environment; Stormwater Management,,Air Quality; Beautification; Food; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Beauty; Children's Activities; Connected to Schools; Food Grown - Individual Plots; Food Grown - Organic,1,46,,Mixed,,Yes,Yes,no,Hydrant
420,BGS_130,Canton Mills Pet Waste Station,,,1858 053,Community Managed Site,,,,,871,,Canton,,,,,1,46,,Privately Owned,,,,,
190,BGS_142,Coppin Heights Community Garden,1823 N. Warwick Ave.,Garden,2307A 054,Community Managed Site,,2409 North Ave,Garden,Community Managed,3514,,Coppin Heights/Ash-Co-East,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Food; Neighborhood Sociability; Push Out Crime/Drugs; Reduce Trash/Dumping; Water Quality,Container Gardening; Food Grown - Individual Plots; Trees,7,40,,City Owned,Adopt a lot,Yes,Yes,,Other
5,BGS_268,Lafayette Square Community Garden,2538 W. Layfayette Ave.,Garden,2365 020,Community Managed Site,,,Garden,,1260,,Bridgeview/Greenlawn,,,,,9,40,,Privately Owned,,No,No,,
4,BGS_187,Edgewood Community Association Garden,701 Linnard,,2503 041,Unconfirmed Site,,,,,1224,,,,,,,,,,Privately Owned,,,,,
223,BGS_265,Irvington Peace Park,506 S. Collins Ave.,Garden,2530D 014,Community Managed Site,2002,Collins and Porter,Garden,Community Managed,12297,Minor Contact,Irvington,Food Production; Gathering Space; Trees,,Air Quality; Beautification; Food; Neighborhood Sociability; Push Out Crime/Drugs; Water Quality,Art Inc.; Children's Activities; Container Gardening; Food Grown - Co-op; Food Grown - Organic; Trees,8,44,,Privately Owned,,No,No,,Hydrant
260,BGS_1,200 South Loudon Ave,200 South Loudon Ave,,2539 001,Community Managed Site,,,,,1600,,Irvington,,,,,8,44,,City Owned,,,,,
82,BGS_3,4004 Frederick Ave,4004 Frederick Ave,,2539 029,Community Managed Site,,,,,1972,,Irvington,,,,,8,44,,Privately Owned,,,,,
8,BGS_392,Peace Garden,3204 Chelsea Terrace,Garden,2742A 026,Community Managed Site,2006,,Garden,,7500,,Concerned Citizens Of Forest Park,,,,,6,41,,City Owned,,No,No,,
394,BGS_334,NA 1,2405-2411 Elisnore Ave.,Clean and Green,2825 008,Community Managed Site,2002,Peadmont and Elsinore,Clean and Green,,25407,,Garwyn Oaks,,,,,6,41,,Mixed,,No,No,,
242,BGS_332,NA 1,2405-2411 Elisnore Ave.,Clean and Green,2827 005,Community Managed Site,2002,Peadmont and Elsinore,Clean and Green,,25407,,Garwyn Oaks,,,,,6,41,,Mixed,,No,No,,
243,BGS_333,NA 1,2405-2411 Elisnore Ave.,Clean and Green,2827 006,Community Managed Site,2002,Peadmont and Elsinore,Clean and Green,,25407,,Garwyn Oaks,,,,,6,41,,Mixed,,No,No,,
44,BGS_469,Victorine Q. Adams Memorial Garden,,Garden,3070A 019,Community Managed Site,2010,faces Vicker. No address,Garden,,11614,Minor Contact,Hanlon-Longwood,,,,,7,40,,City Owned,,,,,
45,BGS_470,Victorine Q. Adams Memorial Garden,,Garden,3070A 020,Community Managed Site,2010,faces Vicker. No address,Garden,,11614,Minor Contact,Hanlon-Longwood,,,,,7,40,,City Owned,,,,,
